StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q3.1,Q5.1_4,Q6.1_4,Q7.1_4,Q8.1_4,Q9.1_4,Q10.1_4,Q11.1_4,Q12.1_4,Q13.1_4,Q14.1_4,Q15.1_4,Q16.1_4,Q17.1_4,Q18.1_4,Q19.1_4,Q20.1_4,Q21.1_4,Q22.1_4,Q23.1_4,Q24.1_4,Q25.1_4,Q26.1_4,Q27.1_4,Q28.1_4,Q29.1_4,Q30.1_4,Q31.1_4,Q32.1_4,Q33.1_4,Q34.1_4,Q35.1_4,Q36.1_4,Q37.1_4,Q38.1_4,Q39.1_4,Q40.1_4,Q41.1_4,Q42.1_4,Q43.1_4,Q44.1_4,Q45.1_4,Q46.1_4,Q47.1_4,Q48.1_4,Q49.1_4,Q50.1_4,Q51.1_4,Q52.1_4,Q53.1_4,Q54.1_4,Q55.1_4,Q56.1_4,Q57.1_4,Q58.1_4,Q59.1_4,Q60.1_4,Q61.1_4,Q62.1_4,Q63.1_4,Q64.1_4,Q65.2_1,Q65.3_1,Q66.2,Q66.3,Q66.3_3_TEXT,Q66.4,Q66.4_5_TEXT,Q66.4_9_TEXT,Q66.4_14_TEXT,Q66.4_17_TEXT,Q66.4_19_TEXT,Q66.5,Q66.6,Q66.7,Q66.7_13_TEXT,Q66.8,Q66.9_1,Q66.10,Q66.11,Q66.12,Q66.13,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.1_8,Q66.15_1,Q66.15_2,Q66.15_3,Q66.15_4,Q66.15_5,Q66.15_6,Q66.15_7,Q66.16,Q66.17_1,Q66.18_1,Q66.19,Q66.20_1,Q66.21,Q66.22,Q66.22_9_TEXT,Q66.23,Q66.23_9_TEXT,Q66.24_1,Q66.24_2,Q66.24_3,Q66.24_4,Q66.24_5,Q66.24_6,PROLIFIC_PID
23/01/2024 20:56,23/01/2024 21:18,100,1331,TRUE,23/01/2024 21:18,R_8DouLpOLnvnakFT,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,56e55e5cb2093a000c4f107c,19,19,,,,19,85,,,86,,86,76,87,,,,87,96,,,92,,94,65,70,,,,64,91,,,,92,92,60,,83,,,86,86,91,,,,91,29,,,,55,50,84,,,94,,93,80,88,55,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,DN2,29000,In part-time paid work (less than 30 hours a week),,Yes,15,"3.	Just about getting by",3. Somewhat dissatisfied,6,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,70,73,losing my job and relying on the state to help me with payments/ living costs.,40,I sometimes vote at General Elections,Labour Party,,Labour Party,,4. Agree,4. Agree,4. Agree,5. Strongly agree,2. Disagree,5. Strongly agree,56e55e5cb2093a000c4f107c
23/01/2024 21:08,23/01/2024 21:18,100,640,TRUE,23/01/2024 21:18,R_2O6StwdnmtTdujw,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,655d1c0a4331ccc3c46cc8aa,100,,,79,,77,92,76,,,,70,83,78,,,,85,48,,,10,,62,97,,,100,,100,66,,,77,,89,77,,71,,,78,88,,82,,,79,70,72,,,,83,99,,95,,,91,80,72,33,Female,,3. White and Asian,,,,,,Dn15,32000,In part-time paid work (less than 30 hours a week),,Yes,30,"2.	Doing alright",4. Neither satisfied nor dissatisfied,6,Good,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Often true,81,76,The childcare allowance and education system policies ,65,I always vote at General Elections,Labour Party,,Prefer not to say,,4. Agree,2. Disagree,4. Agree,4. Agree,2. Disagree,4. Agree,655d1c0a4331ccc3c46cc8aa
23/01/2024 20:43,23/01/2024 21:18,100,2101,TRUE,23/01/2024 21:18,R_6sbjrjhovpDsDId,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,65493d9cc1edd87389187acd,100,,,,96,92,93,,,84,,82,75,,,,83,83,63,,,,79,91,100,,83,,,76,52,100,,,,98,75,,,96,,99,100,,,94,,94,85,,93,,,93,64,,,100,,100,72,82,21,Male,,2. White and Black African,,,,,,M12,5000,In full-time paid work (30 or more hours a week),,No,52,"2.	Doing alright",6. Mostly satisfied,7,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always true,93,73,I am grateful,100,Prefer not to say,Prefer not to say,,Prefer not to say,,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,65493d9cc1edd87389187acd
23/01/2024 20:54,23/01/2024 21:19,100,1473,TRUE,23/01/2024 21:19,R_7qZQVNQzWHATirs,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5b1477d030d562000155f0b0,35,,,,60,52,75,30,,,,75,75,,,,80,80,40,51,,,,42,75,42,,,,76,71,,,,65,78,52,,,61,,71,55,,,,61,55,71,,,69,,79,29,68,,,,54,65,73,48,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG,55000,In full-time paid work (30 or more hours a week),,Yes,3,"2.	Doing alright",6. Mostly satisfied,7,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,88,93,none that I can think of,48,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,4. Agree,2. Disagree,2. Disagree,4. Agree,2. Disagree,5b1477d030d562000155f0b0
23/01/2024 20:47,23/01/2024 21:19,100,1900,TRUE,23/01/2024 21:19,R_3eQjonmsX0LMUGB,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,60be1ea6b06c026c3531e0f5,100,93,,,,79,82,,83,,,86,81,,,92,,92,100,,,,100,100,93,,,,100,100,97,,,,97,98,50,82,,,,83,89,96,,,,92,92,,,,98,93,87,,,,89,88,99,100,38,Male,,"2.	Pakistani",,,,,,M14,34800,Self-employed,,No,71,"3.	Just about getting by",4. Neither satisfied nor dissatisfied,4,Good,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Not at all,Several days,Several days,Often true,50,50,These policies are too good to be true. I support them wholeheartedly,0,I always vote at General Elections,Labour Party,,Labour Party,,3. Neither agree nor disagree,4. Agree,1. Strongly disagree,4. Agree,3. Neither agree nor disagree,5. Strongly agree,60be1ea6b06c026c3531e0f5
23/01/2024 21:07,23/01/2024 21:19,100,738,TRUE,23/01/2024 21:19,R_5KwpTpYtknxK2H9,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,63d13c51b221bd175bb2e3db,78,40,,,,66,85,100,,,,95,91,,77,,,85,100,,94,,,98,89,,,97,,98,81,90,,,,90,75,89,,,,90,80,90,,,,86,83,,,,77,80,91,,97,,,100,90,80,22,Male,,1. White and Black Caribbean,,,,,,DN31,28000,In full-time paid work (30 or more hours a week),,No,75,"4.	Finding it quite difficult",2. Mostly dissatisfied,4,Good,Several days,Several days,Not at all,Not at all,Several days,More than half the days,Not at all,Not at all,Several days,More than half the days,More than half the days,Several days,Several days,Not at all,Nearly every day,Often true,25,40,maybe if my situation worsened ?,30,I always vote at General Elections,Liberal Democrats,,Liberal Democrats,,3. Neither agree nor disagree,4. Agree,4. Agree,5. Strongly agree,2. Disagree,4. Agree,63d13c51b221bd175bb2e3db
23/01/2024 21:05,23/01/2024 21:19,100,819,TRUE,23/01/2024 21:19,R_7X1Ej9IqSHUvai3,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5b27587e007d870001c7de84,100,100,,,,100,100,,,,100,100,100,,100,,,100,100,,100,,,100,100,,,,100,100,100,100,,,,100,100,100,,,,100,100,,,,100,100,100,,,,100,100,100,,100,,,100,100,100,37,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,Dn2,46000,In part-time paid work (less than 30 hours a week),,No,0,"2.	Doing alright",5. Somewhat satisfied,5,Good,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,80,90,I think the policies are good for society as a whole ,19,I sometimes vote at General Elections,I chose not to vote at the last General Election,,Labour Party,,5. Strongly agree,3. Neither agree nor disagree,1. Strongly disagree,5. Strongly agree,3. Neither agree nor disagree,5. Strongly agree,5b27587e007d870001c7de84
23/01/2024 20:51,23/01/2024 21:19,100,1683,TRUE,23/01/2024 21:19,R_3Gq7YzIEvSmwGbG,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,614cd4d65c8c90077afbe40f,60,,,,60,60,40,,,70,,40,70,,60,,,70,65,70,,,,70,65,,,50,,60,55,,65,,,60,70,,,,70,70,50,,,,60,50,75,,80,,,75,50,,80,,,50,60,10,51,Female,,"5. Any other Asian background, please type in below",,,Korean,,,FY4,50000,In full-time paid work (30 or more hours a week),,Yes,70,"4.	Finding it quite difficult",4. Neither satisfied nor dissatisfied,6,Good,Not at all,Not at all,Not at all,Nearly every day,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,More than half the days,Not at all,Rarely true,50,75,nothing springs to mind,50,I never vote at General Elections,I chose not to vote at the last General Election,,I will choose not to vote at the next General Election,,5. Strongly agree,1. Strongly disagree,5. Strongly agree,5. Strongly agree,1. Strongly disagree,5. Strongly agree,614cd4d65c8c90077afbe40f
23/01/2024 20:46,23/01/2024 21:20,100,2028,TRUE,23/01/2024 21:20,R_3yfs3KzuZ7ABEud,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5cc4758a54cc9b0017ba6ac2,90,,100,,,100,100,100,,,,100,100,,100,,,100,100,,,,100,100,100,,,100,,100,100,,100,,,100,100,,100,,,100,100,,,100,,100,100,100,,,,100,100,,100,,,100,100,100,25,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LL12,18000,In full-time paid work (30 or more hours a week),,No,100,5. Finding it very difficult,1. Completely dissatisfied,1,Fair,More than half the days,Nearly every day,Several days,Nearly every day,Nearly every day,Several days,More than half the days,More than half the days,Several days,Several days,More than half the days,More than half the days,More than half the days,Several days,Several days,Often true,53,24,The changes that were stated would benefit myself and my family greatly! We are doing what we can to get by these days,50,I sometimes vote at General Elections,I chose not to vote at the last General Election,,Don't know,,4. Agree,3. Neither agree nor disagree,2. Disagree,4. Agree,2. Disagree,4. Agree,5cc4758a54cc9b0017ba6ac2
23/01/2024 21:06,23/01/2024 21:21,100,881,TRUE,23/01/2024 21:21,R_2Y9x7hC7CBxVUop,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5e9b60ab511e7a0650994050,100,,100,,,100,90,91,,,,90,91,90,,,,90,100,,,100,,100,51,50,,,,50,100,,,100,,100,69,,,,69,70,100,,100,,,100,100,,100,,,100,100,100,,,,100,94,95,44,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,OL9,50000,In full-time paid work (30 or more hours a week),,Yes,5,"1.	Living comfortably",6. Mostly satisfied,6,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely true,90,90,"No, i agree fully with most policies",50,I always vote at General Elections,Liberal Democrats,,Labour Party,,3. Neither agree nor disagree,3. Neither agree nor disagree,2. Disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,2. Disagree,5e9b60ab511e7a0650994050
23/01/2024 21:09,23/01/2024 21:21,100,737,TRUE,23/01/2024 21:21,R_1XCiEnyDFCh30TT,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,6570824312e21ad0a49858f4,70,,60,,,70,80,85,,,,85,90,95,,,,100,90,,,,95,96,81,,86,,,79,79,,,,84,76,100,,,89,,100,75,,,79,,71,81,,,81,,82,85,,,89,,89,99,79,30,Male,,"4.	Chinese",,,,,,DL16,72000,In full-time paid work (30 or more hours a week),,Yes,67,"2.	Doing alright",3. Somewhat dissatisfied,7,Good,Several days,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Often true,81,76,General election,72,I always vote at General Elections,"I was not eligible to vote at the last General Election (for example due to age, residency etc.)",,Labour Party,,4. Agree,4. Agree,2. Disagree,2. Disagree,4. Agree,4. Agree,6570824312e21ad0a49858f4
23/01/2024 20:57,23/01/2024 21:21,100,1442,TRUE,23/01/2024 21:21,R_434yGpVwOQKxw68,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,657c791622f9617fcc0de8fa,72,,,53,,62,67,,,49,,55,63,,66,,,56,79,73,,,,52,74,,,,46,70,79,73,,,,79,65,,68,,,67,97,,,36,,70,68,81,,,,71,78,76,,,,77,74,29,32,Female,,"2.	African background, write in below",,,,,,PE3,89000,In full-time paid work (30 or more hours a week),,No,27,"1.	Living comfortably",6. Mostly satisfied,8,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,83,86,it is generally for the better of the populace rather than the rich,32,Don't know,I chose not to vote at the last General Election,,Don't know,,2. Disagree,4. Agree,4. Agree,2. Disagree,4. Agree,4. Agree,657c791622f9617fcc0de8fa
23/01/2024 21:02,23/01/2024 21:22,100,1166,TRUE,23/01/2024 21:22,R_5dBCAoFbg5BE7yV,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5b1d557444127b00013fec9e,100,,90,,,100,100,,,,85,100,100,100,,,,100,100,,,85,,100,100,90,,,,100,100,,,80,,100,100,,,90,,100,100,,,100,,100,100,,,75,,100,100,,,,70,100,100,75,29,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BL9,55000,In full-time paid work (30 or more hours a week),,Yes,20,"3.	Just about getting by",3. Somewhat dissatisfied,4,Good,Several days,More than half the days,Several days,Several days,More than half the days,More than half the days,Several days,Several days,More than half the days,More than half the days,Several days,Several days,Not at all,More than half the days,More than half the days,Often true,60,65,"I already completely support the programme of policies. However, if my income took a hit or I became unemployed, I would only support it more.",0,I always vote at General Elections,Labour Party,,I will choose not to vote at the next General Election,,4. Agree,5. Strongly agree,2. Disagree,4. Agree,2. Disagree,4. Agree,5b1d557444127b00013fec9e
23/01/2024 20:45,23/01/2024 21:22,100,2248,TRUE,23/01/2024 21:22,R_4dG8KdMgp90eNDw,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5f7e0c5f582257095a86ff6e,83,,,,76,85,67,,,,82,85,76,,,,82,83,65,,,,81,86,82,,,88,,84,68,,,,86,82,75,82,,,,82,50,,71,,,74,60,,,71,,75,37,,,69,,57,79,81,40,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LL31,50000,Self-employed,,No,70,"4.	Finding it quite difficult",2. Mostly dissatisfied,4,Fair,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,Often true,51,45,My self employment not working,21,I sometimes vote at General Elections,Prefer not to say,,Labour Party,,4. Agree,3. Neither agree nor disagree,4. Agree,4. Agree,3. Neither agree nor disagree,4. Agree,5f7e0c5f582257095a86ff6e
23/01/2024 20:40,23/01/2024 21:23,100,2538,TRUE,23/01/2024 21:23,R_4QVuGQANB3hn3bj,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,659ea8c8d23b231204a14e63,88,,100,,,88,75,75,,,,75,80,80,,,,80,90,,,90,,90,40,,40,,,40,65,,,,65,65,50,,,50,,50,75,,,75,,75,60,,60,,,60,50,,,,30,50,50,10,61,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LL11,25000,In part-time paid work (less than 30 hours a week),,Yes,2,"2.	Doing alright",6. Mostly satisfied,7,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,90,80,,50,I sometimes vote at General Elections,I chose not to vote at the last General Election,,Other (please name below),undecided,2. Disagree,4. Agree,2. Disagree,2. Disagree,3. Neither agree nor disagree,4. Agree,659ea8c8d23b231204a14e63
23/01/2024 20:59,23/01/2024 21:23,100,1446,TRUE,23/01/2024 21:23,R_7s7GAFfJPcEhWbL,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5b24ca335b5c0900018a799d,40,,30,,,21,45,,60,,,50,75,90,,,,80,30,,,,35,40,25,,30,,,20,10,,0,,,0,30,,,,40,40,60,75,,,,75,20,,35,,,30,80,,,,65,65,35,15,23,Male,,"2. Any other ethnic group, please type in below",,,,,Arab / British,DN12,65000,In full-time paid work (30 or more hours a week),,Yes,76,"2.	Doing alright",6. Mostly satisfied,7,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Often true,70,70,,65,I always vote at General Elections,Conservative Party,,Conservative Party,,1. Strongly disagree,4. Agree,4. Agree,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,5b24ca335b5c0900018a799d
23/01/2024 20:36,23/01/2024 21:23,100,2860,TRUE,23/01/2024 21:23,R_5BRY1LR0Rm843Fz,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5e7b3f252bbf0812dccd5502,100,,,,95,95,100,,,,90,100,85,,80,,,90,100,,93,,,100,100,,,95,,100,100,,,,70,100,90,,,,95,95,75,,,90,,90,100,80,,,,100,85,,,100,,100,100,10,31,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,OL15,52800,In full-time paid work (30 or more hours a week),,Yes,10,"3.	Just about getting by",3. Somewhat dissatisfied,6,Good,More than half the days,Several days,More than half the days,More than half the days,Nearly every day,Several days,Several days,Not at all,Not at all,Not at all,Not at all,More than half the days,Several days,Several days,Not at all,Often true,60,75,,40,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,4. Agree,1. Strongly disagree,3. Neither agree nor disagree,4. Agree,4. Agree,5e7b3f252bbf0812dccd5502
23/01/2024 21:01,23/01/2024 21:24,100,1371,TRUE,23/01/2024 21:24,R_3K22v2HcrPJ9Fdi,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5e33e9b555c80a3b1a42693d,55,,29,,,50,64,,61,,,64,7,,,29,,7,96,72,,,,95,83,,71,,,82,34,,42,,,33,70,,36,,,70,92,,69,,,92,61,82,,,,64,80,,,68,,74,56,22,41,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,TS24,100000,In full-time paid work (30 or more hours a week),,Yes,0,"1.	Living comfortably",7. Completely satisfied,8,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,81,93,None that come to mind.,50,I always vote at General Elections,Prefer not to say,,Prefer not to say,,3. Neither agree nor disagree,3. Neither agree nor disagree,2. Disagree,3. Neither agree nor disagree,4. Agree,3. Neither agree nor disagree,5e33e9b555c80a3b1a42693d
23/01/2024 21:07,23/01/2024 21:25,100,1091,TRUE,23/01/2024 21:25,R_6prFcHjHEu7H6w3,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5de981e0e045e20ab3cfe763,100,89,,,,100,100,,61,,,100,100,,100,,,100,100,,56,,,100,5,,,0,,0,100,100,,,,100,80,54,,,,62,86,,,,100,100,49,,,26,,14,74,67,,,,77,81,53,58,Male,,"5. Any other White background, please type in below",English/Polish,,,,,TS10,40000,In full-time paid work (30 or more hours a week),,Yes,0,"1.	Living comfortably",6. Mostly satisfied,7,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Several days,Not at all,Often true,85,52,No,67,I always vote at General Elections,Conservative Party,,Don't know,,5. Strongly agree,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,5de981e0e045e20ab3cfe763
23/01/2024 20:52,23/01/2024 21:26,100,2022,TRUE,23/01/2024 21:26,R_8BWd1vDlejZo2jf,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,615c80307b3e4558f81aa385,82,,,100,,100,59,,,81,,70,45,,60,,,70,55,,,81,,88,40,,,,52,60,40,41,,,,40,44,,,,61,62,36,,45,,,55,41,,40,,,41,53,45,,,,55,65,60,35,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,ST4,23649,In full-time paid work (30 or more hours a week),,No,73,"4.	Finding it quite difficult",2. Mostly dissatisfied,4,Fair,Several days,Several days,Not at all,Several days,Not at all,More than half the days,Several days,Several days,More than half the days,Several days,Several days,More than half the days,Not at all,Several days,Several days,Often true,57,44,"Reducing anxiety, making money worries vanish, be above the poverty line, move out of the deprived area I currently live in",50,I always vote at General Elections,Labour Party,,Labour Party,,3. Neither agree nor disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,2. Disagree,4. Agree,615c80307b3e4558f81aa385
23/01/2024 21:15,23/01/2024 21:27,100,677,TRUE,23/01/2024 21:27,R_4DUaUUq58WpJ359,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,65438a7c5d2ff9a08cbe7604,59,50,,,,60,37,20,,,,22,46,,,60,,49,88,78,,,,90,58,,61,,,62,91,,88,,,90,71,63,,,,75,35,41,,,,32,63,71,,,,33,36,,,,20,26,62,54,39,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,DN5,24000,In part-time paid work (less than 30 hours a week),,Yes,34,"3.	Just about getting by",2. Mostly dissatisfied,4,Fair,More than half the days,Several days,Nearly every day,Nearly every day,Nearly every day,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Rarely true,43,34,,50,I always vote at General Elections,Conservative Party,,Independent candidate,,4. Agree,3. Neither agree nor disagree,3. Neither agree nor disagree,5. Strongly agree,2. Disagree,3. Neither agree nor disagree,65438a7c5d2ff9a08cbe7604
23/01/2024 20:37,23/01/2024 21:27,100,3027,TRUE,23/01/2024 21:27,R_2IhOe4Rfc3Xo21H,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,56b78f11e77ebe000cbefe79,70,,,85,,71,35,,34,,,34,91,,91,,,91,50,35,,,,50,25,30,,,,28,53,,34,,,53,75,81,,,,79,91,,,91,,92,60,87,,,,81,60,,,83,,83,60,51,58,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BL6,52000,In part-time paid work (less than 30 hours a week),,Yes,5,"2.	Doing alright",6. Mostly satisfied,7,Bad,Several days,Several days,Several days,Nearly every day,Several days,Several days,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Often true,60,64,If I were younger and starting out I might favour the whole package more because it has more control and safety nets.,60,I always vote at General Elections,Conservative Party,,Don't know,,2. Disagree,4. Agree,2. Disagree,4. Agree,4. Agree,4. Agree,56b78f11e77ebe000cbefe79
23/01/2024 21:01,23/01/2024 21:28,100,1613,TRUE,23/01/2024 21:28,R_1Y3AAkEwdDfenu1,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,6445b13023ac3b3eb202881f,71,,,85,,76,66,,,88,,76,76,,,,69,76,82,,77,,,77,80,,,81,,82,55,,,57,,57,66,,75,,,75,77,,,75,,77,56,,59,,,56,82,,,79,,80,76,73,59,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,ST2 ,70000,In full-time paid work (30 or more hours a week),,Yes,1,"2.	Doing alright",6. Mostly satisfied,7,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,85,83,our daughters marry and start families,50,I always vote at General Elections,Conservative Party,,Labour Party,,2. Disagree,4. Agree,1. Strongly disagree,2. Disagree,4. Agree,1. Strongly disagree,6445b13023ac3b3eb202881f
23/01/2024 21:07,23/01/2024 21:28,100,1278,TRUE,23/01/2024 21:28,R_29kG9UYlx8Nr7Pj,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5f95d6b83e930f47e09ff817,100,,,,100,100,60,,,78,,66,100,100,,,,100,61,,,,100,100,50,,67,,,50,80,,,,60,56,50,,,,50,42,50,,,,30,48,90,,,,51,79,50,,84,,,82,100,51,36,In another way (please type in below),Non binary transmasc,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,St5,24000,In full-time paid work (30 or more hours a week),,Yes,40,"4.	Finding it quite difficult",3. Somewhat dissatisfied,5,Bad,Not at all,More than half the days,Several days,Several days,More than half the days,Nearly every day,Nearly every day,Not at all,Several days,Several days,Several days,Several days,Several days,Nearly every day,Several days,Rarely true,35,35,,13,I always vote at General Elections,Labour Party,,Don't know,,2. Disagree,4. Agree,1. Strongly disagree,3. Neither agree nor disagree,2. Disagree,3. Neither agree nor disagree,5f95d6b83e930f47e09ff817
23/01/2024 21:07,23/01/2024 21:28,100,1256,TRUE,23/01/2024 21:28,R_7gBXbufm6q3iFD7,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,654285493473c1f70de20e31,70,,,90,,85,85,,,,60,80,70,,,,85,85,70,,,,90,90,100,,90,,,100,70,,,,90,86,75,,,,50,65,100,,,90,,100,50,,40,,,43,65,,50,,,60,70,85,43,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BL6,150000,In part-time paid work (less than 30 hours a week),,Yes,10,"1.	Living comfortably",7. Completely satisfied,7,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Several days,Several days,Not at all,Several days,Not at all,Often true,70,79,I would like to be confident that if services were re nationalised then the skills were available at local authorities in order to manage them. I would be more likely to support if there was more information on the implementation and basic steps set to demonstrate it is realistic. ,40,I always vote at General Elections,Labour Party,,Don't know,,2. Disagree,4. Agree,2. Disagree,2. Disagree,3. Neither agree nor disagree,2. Disagree,654285493473c1f70de20e31
23/01/2024 21:13,23/01/2024 21:28,100,920,TRUE,23/01/2024 21:28,R_139KtekjwhQX8rf,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,63cee143ef1cb49bc4d101db,100,,,,77,66,70,,,92,,50,100,,,98,,90,72,100,,,,100,95,,,100,,95,61,,,,42,46,45,,,,35,43,76,,,,51,56,79,,,,80,73,100,,100,,,100,77,67,28,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BB6,65000,In full-time paid work (30 or more hours a week),,Yes,30,"2.	Doing alright",4. Neither satisfied nor dissatisfied,7,Good,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,More than half the days,Several days,Not at all,Not at all,Not at all,Always true,83,98,When I have children ,49,I sometimes vote at General Elections,Conservative Party,,Conservative Party,,5. Strongly agree,2. Disagree,2. Disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,63cee143ef1cb49bc4d101db
