StartDate	EndDate	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q3	Q5_1	Q7_1	Q9_1	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q17_13_TEXT	Q18	General_Health	Q20	Q21	Q21_10_TEXT	Q22	Q8.1_1	Q8.1_2	Q8.1_3	Q8.1_4	Q8.1_5	Q8.1_6	Q8.1_7	Q8.1_8	Q8.1_9	Q8.1_10	Little_interest_in_things	Depressed	Trouble_Sleeping	No_Energy	Poor_Appetite	Feeling_Failure	Trouble_Concentrating	More_Restless_Than_Usual	Anxious	Uncontrolled_Worry	Worrying_To_Much	Trouble_Relaxing	Restless_Cant_Sit_Still	Easily_Annoyed	Afraid	Q26	Q27	Q28	In_Control_Of_Life	At_Risk_of_Destitution	Q31	Q32	Managing_Financially	Satisfied_With_Income	Q35_1	Q35_2	Q35_3	Ladder	Q39	Politicians_All_The_Same	Politics_Force_For_Good	Party_In_Government_Doesnt_Matter	Politicians_Dont_Care	Politicians_Want_To_Make_Things_Better	Shouldnt_Rely_On_Government	Q42_1	Q42_3	Q42_4	Q44	Q45	Q46	Q47	Q48	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Age	Gender	Gender_Other	Q53_1	Q54	Q55	Q55_7_TEXT	Party_Next_Election	Party_Next_Election_Other	PROLIFIC_PID	StartDate_1	Duration (in seconds)_1	ResponseId_1	Consent	Pid	Support_flourishing	Support_efficiency	Support_security	Q11_1	Q12_1	Q13_1	Q14_1	Q15_1	Q16_1	Q17_1	Q17_13_TEXT_1	Q18_1	Q19_1	Q20_1	Q21_1	Q21_10_TEXT_1	Q22_1	Q8.1_1_1	Q8.1_2_1	Q8.1_3_1	Q8.1_4_1	Q8.1_5_1	Q8.1_6_1	Q8.1_7_1	Q8.1_8_1	Q8.1_9_1	Q8.1_10_1	Q9.1_1_1	Q9.1_2_1	Q9.1_3_1	Q9.1_4_1	Q9.1_5_1	Q9.1_6_1	Q9.1_7_1	Q9.1_8_1	Q25_1_1	Q25_2_1	Q25_3_1	Q25_4_1	Q25_5_1	Q25_6_1	Q25_7_1	Q26_1	Q27_1	Q28_1	Q29_1_1	Q30_1_1	Q31_1	Q32_1	Q33_1	Q34_1	Q35_1_1	Q35_2_1	Q35_3_1	Q37_1	Q39_1	Q40_1_1	Q40_2_1	Q40_3_1	Q40_4_1	Q40_5_1	Q40_6_1	Q42_1_1	Q42_3_1	Q42_4_1	Q44_1	Q45_1	Q46_1	Q47_1	Q48_1	Q49_1_1	Q49_2_1	Q49_3_1	Q49_4_1	Q49_5_1	Q49_6_1	Q51_1	Q52_1	Q52_3_TEXT_1	Q53_1_1	Q54_1	Q55_1	Q55_7_TEXT_1	Q56_1	Q56_7_TEXT_1	basic_income_post	HH_Net_Income_PA	gad_7	phq_8	sqrt_gad_7	sqrt_phq_8	next_election	next_election_condensed	haters_post	lovers_post	zeros_post	hundreds_post	trust_in_politics	log_income
28/02/2022 10:00	28/02/2022 10:14	100	860	true	28/02/2022 10:14	R_3JwaDNoAjuzlOEe					53.5650939941406	-0.637496948242188	anonymous	EN	I have read the information above and would like to take part in the survey	598770df492e910001deeb96	39			2	0	70000.0	Year	150.0	Month	In full-time paid work (30 or more hours a week)		Yes	Fair	Yes	Hearing (for example deafness or partial hearing)		Not at all	Sometimes	Sometimes	Fairly often	Fairly often	Sometimes	Almost never	Sometimes	Fairly often	Sometimes	Sometimes	Several days	Several days	Nearly every day	Nearly every day	More than half the days	Not at all	Not at all	Not at all	Not at all	Several days	Several days	Not at all	Not at all	More than half the days	Not at all	All of the time	Often true	Often true	78	23	lost my job	About the same	Doing alright	"6.	Mostly satisfied"	2.	4.	3. Neither agree nor disagree	5	5	2. Disagree	3. Neither agree nor disagree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	81	45	30	would be extra money,  so might help people get out of debt, i do think that people who do not work, would think its a free meal ticket. so they think they wouldnt have to work, think you would have a lot more unemployment 	About the same	Just about getting by	"5.	Somewhat satisfied"	Neither more nor less stressed	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	4. Agree	47	Female		49	I sometimes vote at General Elections	I chose not to vote at the last General Election		Prefer not to say		598770df492e910001deeb96	28/02/2022 10:00	860	R_3JwaDNoAjuzlOEe	1	598770df492e910001deeb96	39			3	1	70000.0	3	150.0	2	1		1	3	1	2		3	2	2	3	3	2	1	2	3	2	2	1	1	3	3	2	0	0	0	0	1	1	0	0	2	0	3	3	3	78	23	lost my job	3	2	7	2	4	3	5	5	2	3	1	3	3	4	81	45	30	would be extra money,  so might help people get out of debt, i do think that people who do not work, would think its a free meal ticket. so they think they wouldnt have to work, think you would have a lot more unemployment 	3	3	5	3	3	3	3	4	3	4	47	1		49	2	8		10		39	79.49050086355786	10	4	3.1622776601683795	2.0	No Vote/DK/Refused	Other	false	false	false	false	14	4.375637528528284
28/02/2022 09:58	28/02/2022 10:14	100	994	true	28/02/2022 10:14	R_3EgRit5rLNQwnTN					54.7740936279297	-3.43919372558594	anonymous	EN	I have read the information above and would like to take part in the survey	5e2322100e12225cf287f0a4		21		2	0	25000.0	Year	120.0	Month	Other, please type in below	Retired 	Yes	Good	No				Sometimes	Almost never	Almost never	Fairly often	Sometimes	Almost never	Very often	Very often	Sometimes	Almost never	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Some of the time	Often true	Rarely true	52	29	No	Poorer	Just about getting by	"3.	Somewhat dissatisfied"	3. Neither agree nor disagree	2.	4.	4	6	4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	16	4	1	I do not agree with a universal basic income. This would only encourage the idle in society to be even lazier. I believe people should have to work to gain income. 	Poorer	Finding it quite difficult	"1.	Completely dissatisfied"	A lot more stressed	1. Strongly disagree	4. Agree	1. Strongly disagree	4. Agree	4. Agree	1. Strongly disagree	69	Female		55	I sometimes vote at General Elections	I chose not to vote at the last General Election		Prefer not to say		5e2322100e12225cf287f0a4	28/02/2022 09:58	994	R_3EgRit5rLNQwnTN	1	5e2322100e12225cf287f0a4		21		3	1	25000.0	3	120.0	2	13	Retired 	1	2	2				2	1	1	3	2	1	4	4	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	2	52	29	No	2	3	3	3	2	4	4	6	4	3	4	4	3	3	16	4	1	I do not agree with a universal basic income. This would only encourage the idle in society to be even lazier. I believe people should have to work to gain income. 	2	4	6	5	1	4	1	4	4	1	69	1		55	2	8		10		21	28.389464594127805	0	2	0.0	1.4142135623730951	No Vote/DK/Refused	Other	true	false	false	false	9	3.3460181113471252
28/02/2022 10:02	28/02/2022 10:15	100	725	true	28/02/2022 10:15	R_ulYqpkkADvPDrK9					53.4364929199219	-1.35400390625	anonymous	EN	I have read the information above and would like to take part in the survey	5a2d5b44a15d1100014dad18		100		2	1	56345.0	Year	1500.0	Year	In irregular or occasional work,Self-employed		Yes	Bad	Yes	Mobility (for example walking short distances or climbing stairs),Mental Health,Socially or behaviourally (for example associated with autism, attention deficit disorder or Asperger's syndrome)		Yes, a little	Fairly often	Fairly often	Very often	Almost never	Never	Sometimes	Almost never	Almost never	Sometimes	Fairly often	Nearly every day	Nearly every day	More than half the days	Nearly every day	More than half the days	Nearly every day	More than half the days	Several days	Nearly every day	Nearly every day	Nearly every day	Nearly every day	Several days	More than half the days	More than half the days	Some of the time	Always true	Often true	19	42	Divorce or death of my high earning partner	About the same	Doing alright	"6.	Mostly satisfied"	2.	3. Neither agree nor disagree	4.	3	5	4. Agree	1. Strongly disagree	2. Disagree	5. Strongly agree	1. Strongly disagree	2. Disagree	67	89	79	As a low earning disabled person I am reliant on my spouse who earns too much for me to claim any benefits, as such I cannot obtain my own car and cannot work outside the home because I cannot travel. UBI would allow me to travel and work a better job than relying on short term contracts or slow paying publishing deals. If my mum had UBI she’d be able to afford to heat more than one room of her home. My father would be able to retire before 70	Richer	Living comfortably	"7.	Completely satisfied"	A lot less stressed	5. Strongly agree	1. Strongly disagree	5. Strongly agree	1. Strongly disagree	2. Disagree	5. Strongly agree	38	Female		10	I always vote at General Elections	Labour Party		Labour Party		5a2d5b44a15d1100014dad18	28/02/2022 10:02	725	R_ulYqpkkADvPDrK9	1	5a2d5b44a15d1100014dad18		100		3	2	56345.0	3	1500.0	3	16,8		1	4	1	3,7,9		2	3	3	4	1	0	2	1	1	2	3	3	3	2	3	2	3	2	1	3	3	3	3	1	2	2	2	4	3	19	42	Divorce or death of my high earning partner	3	2	7	2	3	4	3	5	4	1	2	5	1	2	67	89	79	As a low earning disabled person I am reliant on my spouse who earns too much for me to claim any benefits, as such I cannot obtain my own car and cannot work outside the home because I cannot travel. UBI would allow me to travel and work a better job than relying on short term contracts or slow paying publishing deals. If my mum had UBI she’d be able to afford to heat more than one room of her home. My father would be able to retire before 70	1	1	8	1	5	1	5	1	2	5	38	1		10	1	4		4		100	63.98417530224525	19	17	4.358898943540674	4.123105625617661	Labour	Labour	false	true	false	true	7	4.158635791883237
28/02/2022 10:07	28/02/2022 10:15	100	464	true	28/02/2022 10:15	R_2DYS7qpJarwYPvF					53.0594024658203	-3.19209289550781	anonymous	EN	I have read the information above and would like to take part in the survey	60e63b7762c515c9eef391e5		52		3	0	20000.0	Year	200.0	Month	In full-time paid work (30 or more hours a week)		Yes	Very good	No				Sometimes	Sometimes	Fairly often	Fairly often	Never	Sometimes	Sometimes	Never	Sometimes	Sometimes	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Some of the time	Often true	Rarely true	52	52	It m8ght be a constant for some people	Poorer	Just about getting by	"1.	Completely dissatisfied"	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4	4	5. Strongly agree	1. Strongly disagree	5. Strongly agree	5. Strongly agree	3. Neither agree nor disagree	5. Strongly agree	25	24	81	Life would feel better. More secyrity and a chance to put money aside for the futre. It might give people hope. I think this should only be paid to working families though. Wjy should those nit working reap the tewards	About the same	Just about getting by	"4.	Neither satisfied nor dissatisfied"	Neither more nor less stressed	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	2. Disagree	4. Agree	60	Female		53	I sometimes vote at General Elections	Liberal Democrats		Other (please name below)	Not sure	60e63b7762c515c9eef391e5	28/02/2022 10:07	464	R_2DYS7qpJarwYPvF	1	60e63b7762c515c9eef391e5		52		4	1	20000.0	3	200.0	2	1		1	1	2				2	2	3	3	0	2	2	0	2	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	3	2	52	52	It m8ght be a constant for some people	2	3	6	3	3	3	4	4	5	1	5	5	3	5	25	24	81	Life would feel better. More secyrity and a chance to put money aside for the futre. It might give people hope. I think this should only be paid to working families though. Wjy should those nit working reap the tewards	3	3	4	3	3	3	3	4	2	4	60	1		53	2	5		7	Not sure	52	22.711571675302245	7	7	2.6457513110645907	2.6457513110645907	Other/Brexit	Other	false	false	false	false	2	3.1228745600329155
28/02/2022 09:22	28/02/2022 10:16	100	3242	true	28/02/2022 10:16	R_3lzc7ShTyKFRyDt					52.5968933105469	-2.18209838867188	anonymous	EN	I have read the information above and would like to take part in the survey	61742a6d1190d5a807d2ae1f	88			3	0	31000.0	Year	1500.0	Year	In part-time paid work (less than 30 hours a week)		Yes	Good	No				Sometimes	Fairly often	Fairly often	Almost never	Almost never	Fairly often	Sometimes	Sometimes	Very often	Sometimes	More than half the days	More than half the days	Several days	Nearly every day	Several days	More than half the days	More than half the days	Several days	Nearly every day	More than half the days	Nearly every day	More than half the days	Several days	More than half the days	Nearly every day	Some of the time	Rarely true	Rarely true	42	27	no as i support it highly	About the same	Doing alright	"6.	Mostly satisfied"	5. I agree strongly	1. I disagree strongly	3. Neither agree nor disagree	3	4	4. Agree	3. Neither agree nor disagree	5. Strongly agree	3. Neither agree nor disagree	2. Disagree	4. Agree	63	73	55	I dont think it would affect myself that much but for friends it could help regulate costs and make them understand whats important in money saving and spending such as mortages, drugs addiction and other things that arent good for you, also priotising healthier foods, items and general life costs, bills and so forth	About the same	Just about getting by	"6.	Mostly satisfied"	Neither more nor less stressed	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	3. Neither agree nor disagree	24	Male		50	I sometimes vote at General Elections	Conservative Party		Prefer not to say		61742a6d1190d5a807d2ae1f	28/02/2022 09:22	3242	R_3lzc7ShTyKFRyDt	1	61742a6d1190d5a807d2ae1f	88			4	1	31000.0	3	1500.0	3	2		1	2	2				2	3	3	1	1	3	2	2	4	2	2	2	1	3	1	2	2	1	3	2	3	2	1	2	3	2	2	2	42	27	no as i support it highly	3	2	7	5	1	3	3	4	4	3	5	3	2	4	63	73	55	I dont think it would affect myself that much but for friends it could help regulate costs and make them understand whats important in money saving and spending such as mortages, drugs addiction and other things that arent good for you, also priotising healthier foods, items and general life costs, bills and so forth	3	3	7	3	4	2	3	3	2	3	24	2		50	2	2		10		88	35.20293609671848	14	16	3.7416573867739413	4.0	No Vote/DK/Refused	Other	false	true	false	false	7	3.5611294909640705
28/02/2022 10:04	28/02/2022 10:18	100	836	true	28/02/2022 10:18	R_2zMHTi5FPPPQJ4a					51.4963989257813	-0.122406005859375	anonymous	EN	I have read the information above and would like to take part in the survey	5f836c9938d2da4fb75631ef			63	2	0	39000.0	Year	248.0	Month	Other, please type in below	Retired	Yes	Very good	No				Almost never	Almost never	Almost never	Very often	Very often	Almost never	Fairly often	Very often	Sometimes	Never	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Some of the time	Often true	Often true	68	8	No	About the same	Living comfortably	"6.	Mostly satisfied"	3. Neither agree nor disagree	4.	2.	7	7	1. Strongly disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	79	44	24	Not sure how it would actually  work in practice compared with the current benefits. Unclear whether in fact there might be losers even though meanstesting  would be more limited than at present 	Don't know	Doing alright	"5.	Somewhat satisfied"	Neither more nor less stressed	3. Neither agree nor disagree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	2. Disagree	65	Male		31	I always vote at General Elections	Labour Party		Labour Party		5f836c9938d2da4fb75631ef	28/02/2022 10:04	836	R_2zMHTi5FPPPQJ4a	1	5f836c9938d2da4fb75631ef			63	3	1	39000.0	3	248.0	2	13	Retired	1	1	2				1	1	1	4	4	1	3	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	3	68	8	No	3	1	7	3	4	2	7	7	1	4	1	3	3	4	79	44	24	Not sure how it would actually  work in practice compared with the current benefits. Unclear whether in fact there might be losers even though meanstesting  would be more limited than at present 	4	2	5	3	3	4	4	3	4	2	65	2		31	1	4		4		63	44.287564766839374	1	0	1.0	0.0	Labour	Labour	false	false	false	false	16	3.7907039326085705
28/02/2022 09:52	28/02/2022 10:18	100	1583	true	28/02/2022 10:18	R_cwPRvZbRpdAqZAR					52.3986053466797	-1.98240661621094	anonymous	EN	I have read the information above and would like to take part in the survey	5dda787ac944d19d99bdcfdf		22		1	0	15000.0	Year	93.0	Year	Other, please type in below	Retired	No	Very good	No				Almost never	Never	Almost never	Very often	Sometimes	Never	Very often	Very often	Almost never	Never	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	All of the time	Often true	Often true	90	11	None	Poorer	Just about getting by	"4.	Neither satisfied nor dissatisfied"	2.	4.	1. I disagree strongly	6	8	1. Strongly disagree	5. Strongly agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	0	0	0	As a retired person receiving the State Pension plus a very small work pension, I feel as if I already get a guaranteed basic income. If an UBI scheme were to replace my pension,I would feel my position in society as a retiree who has done her bit in the world of work was negated. For working-age friends and family, I'd imagine the incentive to go out and earn a living would be weakened.	About the same	Just about getting by	"3.	Somewhat dissatisfied"	Neither more nor less stressed	2. Disagree	4. Agree	2. Disagree	5. Strongly agree	4. Agree	2. Disagree	77	Female		10	I always vote at General Elections	Liberal Democrats		Labour Party		5dda787ac944d19d99bdcfdf	28/02/2022 09:52	1583	R_cwPRvZbRpdAqZAR	1	5dda787ac944d19d99bdcfdf		22		2	1	15000.0	3	93.0	3	13	Retired	2	1	2				1	0	1	4	2	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	90	11	None	2	3	4	2	4	1	6	8	1	5	1	3	3	4	0	0	0	As a retired person receiving the State Pension plus a very small work pension, I feel as if I already get a guaranteed basic income. If an UBI scheme were to replace my pension,I would feel my position in society as a retiree who has done her bit in the world of work was negated. For working-age friends and family, I'd imagine the incentive to go out and earn a living would be weakened.	3	3	3	3	2	4	2	5	4	2	77	1		10	1	5		4		22	17.033678756476682	0	0	0.0	0.0	Labour	Labour	true	false	false	false	17	2.8351924875811343
28/02/2022 10:06	28/02/2022 10:19	100	755	true	28/02/2022 10:19	R_5hb9FcJeX8kSI5X					55.0086975097656	-1.57200622558594	anonymous	EN	I have read the information above and would like to take part in the survey	5e99beb72892a5016ac5c6a7	29			2	0	50000.0	Year	1300.0	Year	In full-time paid work (30 or more hours a week)		No	Very good	No				Never	Never	Never	Very often	Sometimes	Never	Fairly often	Fairly often	Almost never	Never	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Several days	Not at all	All of the time	Always true	Often true	91	10	losing my job	About the same	Doing alright	"7.	Completely satisfied"	1. I disagree strongly	3. Neither agree nor disagree	3. Neither agree nor disagree	6	6	5. Strongly agree	1. Strongly disagree	5. Strongly agree	5. Strongly agree	1. Strongly disagree	3. Neither agree nor disagree	21	17	14	if the worst came to the worst and jobs were lost . I believe we need to have some benefits however if it is more beneficial to stay on benefits money wise people will not get or try to obtain employment. If they stay on benefits they lose the ability to earn money and lose out on the social skills 	About the same	Just about getting by	"3.	Somewhat dissatisfied"	Neither more nor less stressed	3. Neither agree nor disagree	5. Strongly agree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	53	Female		50	I sometimes vote at General Elections	I chose not to vote at the last General Election		Prefer not to say		5e99beb72892a5016ac5c6a7	28/02/2022 10:06	755	R_5hb9FcJeX8kSI5X	1	5e99beb72892a5016ac5c6a7	29			3	1	50000.0	3	1300.0	3	1		2	1	2				0	0	0	4	2	0	3	3	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	3	4	3	91	10	losing my job	3	2	8	1	3	3	6	6	5	1	5	5	1	3	21	17	14	if the worst came to the worst and jobs were lost . I believe we need to have some benefits however if it is more beneficial to stay on benefits money wise people will not get or try to obtain employment. If they stay on benefits they lose the ability to earn money and lose out on the social skills 	3	3	3	3	3	5	3	4	3	3	53	1		50	2	8		10		29	56.77892918825561	2	2	1.4142135623730951	1.4142135623730951	No Vote/DK/Refused	Other	true	false	false	false	2	4.039165291907071
28/02/2022 10:07	28/02/2022 10:19	100	703	true	28/02/2022 10:19	R_3F3tfoC5BpxP3AF					52.4606018066406	-1.92379760742188	anonymous	EN	I have read the information above and would like to take part in the survey	611172aedbe1fed8b9c59c80			85	2	0	60000.0	Year	125.0	Month	In full-time paid work (30 or more hours a week)		Yes	Very good	No				Almost never	Sometimes	Fairly often	Sometimes	Sometimes	Fairly often	Sometimes	Almost never	Sometimes	Fairly often	Several days	Several days	More than half the days	More than half the days	Several days	Several days	Not at all	Not at all	Several days	Not at all	Several days	Several days	Not at all	Several days	Several days	Some of the time	Often true	Never true	70	11	Long term illness that runs outside of paid sick leave 	About the same	Living comfortably	"5.	Somewhat satisfied"	5. I agree strongly	1. I disagree strongly	5. I agree strongly	7	8	4. Agree	4. Agree	2. Disagree	4. Agree	4. Agree	4. Agree	90	89	70	This would provide a lot of reassurance to family members with less secure jobs. Also, some family members have jobs which do not have such a good sick pay scheme as my own (teacher) so this would be a great reassurance should the worst happen and a long term illness were to affect a family member. They would not need to worry about money and could concentrate on their illness and getting better without the added stress of worrying about bills.	About the same	Just about getting by	"2.	Mostly dissatisfied"	A lot more stressed	4. Agree	5. Strongly agree	3. Neither agree nor disagree	4. Agree	4. Agree	2. Disagree	30	Female		32	I always vote at General Elections	Labour Party		Labour Party		611172aedbe1fed8b9c59c80	28/02/2022 10:07	703	R_3F3tfoC5BpxP3AF	1	611172aedbe1fed8b9c59c80			85	3	1	60000.0	3	125.0	2	1		1	1	2				1	2	3	2	2	3	2	1	2	3	1	1	2	2	1	1	0	0	1	0	1	1	0	1	1	2	3	1	70	11	Long term illness that runs outside of paid sick leave 	3	1	5	5	1	5	7	8	4	4	2	4	4	4	90	89	70	This would provide a lot of reassurance to family members with less secure jobs. Also, some family members have jobs which do not have such a good sick pay scheme as my own (teacher) so this would be a great reassurance should the worst happen and a long term illness were to affect a family member. They would not need to worry about money and could concentrate on their illness and getting better without the added stress of worrying about bills.	3	3	2	5	4	5	3	4	4	2	30	1		32	1	4		4		85	68.13471502590673	8	5	2.8284271247461903	2.23606797749979	Labour	Labour	false	true	false	false	12	4.221486848701025
28/02/2022 10:06	28/02/2022 10:21	100	874	true	28/02/2022 10:21	R_1kMkckuyhHeEqoA					54.9734954833984	-1.56730651855469	anonymous	EN	I have read the information above and would like to take part in the survey	60670c6f988b7e2e9edd72ea	86			4	0	35000.0	Year	164.0	Month	In part-time paid work (less than 30 hours a week)		Yes	Fair	Yes	Mental Health		Yes, a lot	Very often	Fairly often	Very often	Sometimes	Almost never	Very often	Sometimes	Sometimes	Very often	Very often	Several days	Several days	Several days	Nearly every day	More than half the days	Several days	More than half the days	Not at all	Nearly every day	More than half the days	Nearly every day	Nearly every day	Several days	Several days	More than half the days	Some of the time	Rarely true	Rarely true	50	38	Feeling less stressed about having to work if I don’t feel up to it with my mental health. I already support it, but I guess knowing how it would work practically would also help. 	Don't know	Just about getting by	"3.	Somewhat dissatisfied"	4.	2.	3. Neither agree nor disagree	4	5	3. Neither agree nor disagree	4. Agree	2. Disagree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	53	75	63	We would be able to focus on things that are important to us. To work on our mental health, to stress less and to work on growing and getting better as a family. I think we all would feel much happier and there would be a lot less stress and hence arguments as a result. 	Richer	Living comfortably	"7.	Completely satisfied"	A lot less stressed	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	1. Strongly disagree	5. Strongly agree	23	Female		25	I sometimes vote at General Elections	Labour Party		Labour Party		60670c6f988b7e2e9edd72ea	28/02/2022 10:06	874	R_1kMkckuyhHeEqoA	1	60670c6f988b7e2e9edd72ea	86			5	1	35000.0	3	164.0	2	2		1	3	1	7		1	4	3	4	2	1	4	2	2	4	4	1	1	1	3	2	1	2	0	3	2	3	3	1	1	2	2	2	2	50	38	Feeling less stressed about having to work if I don’t feel up to it with my mental health. I already support it, but I guess knowing how it would work practically would also help. 	4	3	3	4	2	3	4	5	3	4	2	4	3	3	53	75	63	We would be able to focus on things that are important to us. To work on our mental health, to stress less and to work on growing and getting better as a family. I think we all would feel much happier and there would be a lot less stress and hence arguments as a result. 	1	1	8	1	4	2	3	3	1	5	23	1		25	2	4		4		86	39.74525043177893	11	15	3.3166247903554	3.872983346207417	Labour	Labour	false	true	false	false	13	3.682490347968338
28/02/2022 10:10	28/02/2022 10:22	100	722	true	28/02/2022 10:22	R_33kiN2cIgG7MGNX					52.5061950683594	-1.9425048828125	anonymous	EN	I have read the information above and would like to take part in the survey	60244fcbf9b0e1129517c0a0			97	2	0	30000.0	Year	300.0	Year	In part-time paid work (less than 30 hours a week)		No	Good	No				Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Sometimes	Several days	Several days	Several days	Several days	Several days	Not at all	Several days	More than half the days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Some of the time	Often true	Rarely true	47	45	loosing my job	About the same	Doing alright	"5.	Somewhat satisfied"	4.	2.	5. I agree strongly	5	5	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	54	100	43	I think that the scheme i selected number 2 would be the most beneficial as i have personally been on universal credit and know that the money i was receving was not alot at all and it can be difficult to manage.	About the same	Doing alright	"3.	Somewhat dissatisfied"	A little less stressed	3. Neither agree nor disagree	2. Disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	3. Neither agree nor disagree	30	Female		0	I never vote at General Elections	I chose not to vote at the last General Election		I will choose not to vote at the next General Election		60244fcbf9b0e1129517c0a0	28/02/2022 10:10	722	R_33kiN2cIgG7MGNX	1	60244fcbf9b0e1129517c0a0			97	3	1	30000.0	3	300.0	3	2		2	2	2				2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	2	3	2	47	45	loosing my job	3	2	5	4	2	5	5	5	3	3	3	3	3	3	54	100	43	I think that the scheme i selected number 2 would be the most beneficial as i have personally been on universal credit and know that the money i was receving was not alot at all and it can be difficult to manage.	3	2	3	2	3	2	4	3	2	3	30	1		0	3	8		8		97	34.067357512953365	8	7	2.8284271247461903	2.6457513110645907	No Vote/DK/Refused	Other	false	true	false	false	12	3.5283396681410797
28/02/2022 10:09	28/02/2022 10:26	100	1033	true	28/02/2022 10:26	R_9mHK3k8MP7Qlxa9					53.7662963867188	-1.56950378417969	anonymous	EN	I have read the information above and would like to take part in the survey	61421b43e845fc2ab406b449		80		1	0	10000.0	Year	900.0	Year	Self-employed		No	Fair	Yes	None of the above		Not at all	Fairly often	Very often	Very often	Almost never	Almost never	Sometimes	Almost never	Almost never	Fairly often	Sometimes	Several days	More than half the days	Several days	Several days	Not at all	More than half the days	Several days	Not at all	Several days	Several days	Several days	Several days	Several days	More than half the days	Several days	Some of the time	Often true	Rarely true	20	85	ill health and not being able to work.	Poorer	Finding it quite difficult	"1.	Completely dissatisfied"	3. Neither agree nor disagree	5. I agree strongly	1. I disagree strongly	3	3	5. Strongly agree	2. Disagree	4. Agree	4. Agree	2. Disagree	4. Agree	18	60	75	an advantage would be utilities, especially prices. UBI should mean everyone would have the means to pay for the essentials. With UBI people would not have to worry about eating or paying for gas and electric. 	Poorer	Just about getting by	"3.	Somewhat dissatisfied"	A lot less stressed	4. Agree	1. Strongly disagree	4. Agree	2. Disagree	2. Disagree	5. Strongly agree	51	Male		80	I always vote at General Elections	Conservative Party		Conservative Party		61421b43e845fc2ab406b449	28/02/2022 10:09	1033	R_9mHK3k8MP7Qlxa9	1	61421b43e845fc2ab406b449		80		2	1	10000.0	3	900.0	3	8		2	3	1	11		3	3	4	4	1	1	2	1	1	3	2	1	2	1	1	0	2	1	0	1	1	1	1	1	2	1	2	3	2	20	85	ill health and not being able to work.	2	4	6	3	5	1	3	3	5	2	4	4	2	4	18	60	75	an advantage would be utilities, especially prices. UBI should mean everyone would have the means to pay for the essentials. With UBI people would not have to worry about eating or paying for gas and electric. 	2	3	3	1	4	1	4	2	2	5	51	2		80	1	2		2		80	11.355785837651123	8	8	2.8284271247461903	2.8284271247461903	Conservative	Conservative	false	true	false	false	5	2.42972737947297
