StartDate	EndDate	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	DistributionChannel	UserLanguage	Q1.1	Q3.1	Q5.1_4	Q6.1_4	Q7.1_4	Q8.1_4	Q9.1_4	Q10.1_4	Q11.1_4	Q12.1_4	Q13.1_4	Q14.1_4	Q15.1_4	Q16.1_4	Q17.1_4	Q18.1_4	Q19.1_4	Q20.1_4	Q21.1_4	Q22.1_4	Q23.1_4	Q24.1_4	Q25.1_4	Q26.1_4	Q27.1_4	Q28.1_4	Q29.1_4	Q30.1_4	Q31.1_4	Q32.1_4	Q33.1_4	Q34.1_4	Q35.1_4	Q36.1_4	Q37.1_4	Q38.1_4	Q39.1_4	Q40.1_4	Q41.1_4	Q42.1_4	Q43.1_4	Q44.1_4	Q45.1_4	Q46.1_4	Q47.1_4	Q48.1_4	Q49.1_4	Q50.1_4	Q51.1_4	Q52.1_4	Q53.1_4	Q54.1_4	Q55.1_4	Q56.1_4	Q57.1_4	Q58.1_4	Q59.1_4	Q60.1_4	Q61.1_4	Q62.1_4	Q63.1_4	Q64.1_4	Q65.2_1	Q65.3_1	Q66.2	Q66.3	Q66.3_3_TEXT	Q66.4	Q66.4_5_TEXT	Q66.4_9_TEXT	Q66.4_14_TEXT	Q66.4_17_TEXT	Q66.4_19_TEXT	Q66.5	Q66.6	Q66.7	Q66.7_13_TEXT	Q66.8	Q66.9_1	Q66.10	Q66.11	Q66.12	Q66.13	Q9.1_1	Q9.1_2	Q9.1_3	Q9.1_4_1	Q9.1_5	Q9.1_6	Q9.1_7	Q9.1_8	Q66.15_1	Q66.15_2	Q66.15_3	Q66.15_4	Q66.15_5	Q66.15_6	Q66.15_7	Q66.16	Q66.17_1	Q66.18_1	Q66.19	Q66.20_1	Q66.21	Q66.22	Q66.22_9_TEXT	Q66.23	Q66.23_9_TEXT	Q66.24_1	Q66.24_2	Q66.24_3	Q66.24_4	Q66.24_5	Q66.24_6	PROLIFIC_PID	is_redwall
25/01/2024 18:55	25/01/2024 19:54	100	3544	true	25/01/2024 19:54	R_4ob4eBmn3wZNUbl					anonymous	EN	I have read the information above and would like to take part in the survey	5e9c0783d563c411b382875a	52				52	19	82	41				31	61				52	61	86		9			9	11		23			30	19		10			19	91			72		81	50				40	45	70				51	52	81				51	50	61	57	38	Female		4. Roma						RH16	25200	In full-time paid work (30 or more hours a week)		No	50	"4.	Finding it quite difficult"	2. Mostly dissatisfied	6	Good	Not at all	More than half the days	More than half the days	More than half the days	Several days	More than half the days	More than half the days	Not at all	Several days	More than half the days	Not at all	Not at all	Not at all	More than half the days	Not at all	Often true	70	66	violence on society	61	Don't know	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		Don't know		3. Neither agree nor disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	5e9c0783d563c411b382875a	false
25/01/2024 19:36	25/01/2024 19:54	100	1116	true	25/01/2024 19:54	R_42WnEviH35Lg4TV					anonymous	EN	I have read the information above and would like to take part in the survey	5f2c2b2e4d46190913d07955	65			60		74	93			92		96	72				92	96	72			65		75	43		49			48	78		80			80	71				72	78	84	81				91	62	92				91	47			91		76	76	58	65	Female		1. English, Welsh, Scottish, Northern Irish or British						PL3	30000	In irregular or occasional work		Yes	16	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	7	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Rarely true	85	90		63	I sometimes vote at General Elections	I chose not to vote at the last General Election		Don't know		4. Agree	4. Agree	2. Disagree	4. Agree	3. Neither agree nor disagree	4. Agree	5f2c2b2e4d46190913d07955	false
25/01/2024 19:28	25/01/2024 19:54	100	1560	true	25/01/2024 19:54	R_4ByYMU7LdhZvKCl					anonymous	EN	I have read the information above and would like to take part in the survey	5ea168fcfe333e0008434179	84		64			85	69	62				75	51			62		64	45	60				59	82			92		90	49		40			40	72				80	81	88		47			77	38		50			39	37				65	55	59	77	71	Male		1. English, Welsh, Scottish, Northern Irish or British						WA	155000	In full-time paid work (30 or more hours a week)		Yes	5	"2.	Doing alright"	6. Mostly satisfied	7	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	91	90	Change in health and wellbeing 	65	I always vote at General Elections	Conservative Party		Don't know		2. Disagree	4. Agree	2. Disagree	2. Disagree	4. Agree	2. Disagree	5ea168fcfe333e0008434179	false
25/01/2024 18:50	25/01/2024 19:54	100	3842	true	25/01/2024 19:54	R_2m6sdvmq6xCVAkx					anonymous	EN	I have read the information above and would like to take part in the survey	65b1234c042048a54da4a8a5	85				60	75	80			90		90	85			75		90	75		70			90	83				85	95	77			75		79	46	50				50	70				85	86	50	65				70	74		86			90	90	81	39	Female		1. English, Welsh, Scottish, Northern Irish or British						M46	45000	In full-time paid work (30 or more hours a week)		Yes	20	"3.	Just about getting by"	5. Somewhat satisfied	6	Very good	Several days	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	80	70		50	I sometimes vote at General Elections	Labour Party		Labour Party		4. Agree	2. Disagree	2. Disagree	4. Agree	2. Disagree	5. Strongly agree	65b1234c042048a54da4a8a5	false
25/01/2024 18:45	25/01/2024 19:55	100	4154	true	25/01/2024 19:55	R_3dR7reMBE1gdYmB					anonymous	EN	I have read the information above and would like to take part in the survey	5c2cf8a7be4e9200014fc062	15			20		16	42			44		42	5				15	5	27		44			47	59				26	29	61	26				20	30	29				52	18			5		5	80			55		64	66		67			65	33	35	44	Female		1. English, Welsh, Scottish, Northern Irish or British						BD18	60000	Self-employed		Yes	5	"1.	Living comfortably"	6. Mostly satisfied	8	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Rarely true	70	77	No	17	I always vote at General Elections	Labour Party		Labour Party		3. Neither agree nor disagree	2. Disagree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	5c2cf8a7be4e9200014fc062	false
25/01/2024 19:36	25/01/2024 19:55	100	1126	true	25/01/2024 19:55	R_2gvifpidYTGlR8t					anonymous	EN	I have read the information above and would like to take part in the survey	574da26c7f1e770007f42d11	30	71				50	60	60				66	71		81			81	50				49	50	19	30				19	61	45				55	71				76	77	40				35	35	83			86		87	71			71		76	61	51	68	Male		1. English, Welsh, Scottish, Northern Irish or British						G12	44500	In irregular or occasional work		Yes	9	"2.	Doing alright"	5. Somewhat satisfied	8	Good	Several days	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Often true	70	70	The course of my kids lives	27	I always vote at General Elections	Liberal Democrats		Liberal Democrats		2. Disagree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	574da26c7f1e770007f42d11	false
25/01/2024 19:07	25/01/2024 19:55	100	2870	true	25/01/2024 19:55	R_5T0XmDnFuE8dtNn					anonymous	EN	I have read the information above and would like to take part in the survey	65563c4806c2818dd04cffe5	90			100		100	85		95			98	77			78		85	92			92		98	87	82				93	86		89			96	79		98			98	83				93	97	72				76	84	54		75			85	95	88	34	Male		"2.	African background, write in below"						DA1	50	In full-time paid work (30 or more hours a week)		No	42	"3.	Just about getting by"	3. Somewhat dissatisfied	5	Good	Several days	More than half the days	Several days	Nearly every day	Several days	Several days	Several days	Not at all	Nearly every day	Nearly every day	More than half the days	Nearly every day	Nearly every day	Several days	Nearly every day	Always true	69	54	if i'm the wealthy that has to pay more taxes, i think i'd have a different perspective on things	47	I sometimes vote at General Elections	I chose not to vote at the last General Election		Don't know		3. Neither agree nor disagree	5. Strongly agree	3. Neither agree nor disagree	4. Agree	2. Disagree	2. Disagree	65563c4806c2818dd04cffe5	false
25/01/2024 19:34	25/01/2024 19:55	100	1286	true	25/01/2024 19:55	R_54OadAOKC5EbXyN					anonymous	EN	I have read the information above and would like to take part in the survey	5af8641de19f8c00019e7235	70		80			80	90				100	100	70	60				70	80	70				70	61		80			70	50				50	50	90	90				100	79			90		90	100		70			100	60	90				80	90	80	69	Female		1. English, Welsh, Scottish, Northern Irish or British						MK10	39000	Other, please type in below	Retired 	Yes	0	"2.	Doing alright"	5. Somewhat satisfied	4	Good	Not at all	Not at all	More than half the days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Often true	90	90	No	60	I always vote at General Elections	Conservative Party		Don't know		5. Strongly agree	4. Agree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	5af8641de19f8c00019e7235	false
25/01/2024 19:10	25/01/2024 19:55	100	2698	true	25/01/2024 19:55	R_11hlHq3ostIfZN7					anonymous	EN	I have read the information above and would like to take part in the survey	65a150aa3e0dbf7e28c61c4f	100				100	100	100		100			100	100	100				100	100	100				100	100		100			100	100		100			100	100			100		100	100			100		100	100			100		100	100				100	100	100	5	60	Male		1. English, Welsh, Scottish, Northern Irish or British						GU46	12000	Other, please type in below	Retired	No	30	"3.	Just about getting by"	2. Mostly dissatisfied	4	Fair	Several days	Several days	Several days	Several days	More than half the days	More than half the days	Not at all	Not at all	More than half the days	Nearly every day	Nearly every day	Several days	Not at all	Several days	Several days	Often true	40	25	I'd support them fully regardless of any changes in my circumstances.	17	I always vote at General Elections	Prefer not to say		Prefer not to say		2. Disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	65a150aa3e0dbf7e28c61c4f	false
25/01/2024 19:31	25/01/2024 19:55	100	1426	true	25/01/2024 19:55	R_2FsCSZPY8s12Gul					anonymous	EN	I have read the information above and would like to take part in the survey	6485fdd710b39198f65e63f4	89				79	85	76		74			73	90			88		90	91				89	86	87				91	91	85		86			86	84	79				81	80				82	85	74		62			70	81				71	74	76	66	70	Female		1. English, Welsh, Scottish, Northern Irish or British						G82	20000	Other, please type in below	Retired	Yes	85	"2.	Doing alright"	3. Somewhat dissatisfied	3	Good	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Often true	85	91	Not sure how anything could change apart from the state pension rising. I have a very small works pension which takes me above the level for pension credit which would give me so much more in benefits. 	38	I always vote at General Elections	Scottish National Party		Scottish National Party		4. Agree	2. Disagree	4. Agree	4. Agree	2. Disagree	4. Agree	6485fdd710b39198f65e63f4	false
25/01/2024 19:16	25/01/2024 19:55	100	2391	true	25/01/2024 19:55	R_8k1wEEcyZUpxJmB					anonymous	EN	I have read the information above and would like to take part in the survey	5e5e86c4a234251abddcd29d	90	60				90	90	55				85	95		75			95	95			71		90	70				60	65	90			71		90	85		60			83	90				90	93	85				60	82	70			90		90	90	20	72	Female		1. English, Welsh, Scottish, Northern Irish or British						WR11	52646	Other, please type in below	retired	Yes	2	"2.	Doing alright"	6. Mostly satisfied	7	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	80	81	No. I'm guided by my moral compass and would support these policies whatever my personal circumstances	48	I always vote at General Elections	Liberal Democrats		Other (please name below)	I will vote TACTICALLY to oust the tories. In my area, thjat is likely to be the Lib Dems.	2. Disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	5e5e86c4a234251abddcd29d	false
25/01/2024 19:38	25/01/2024 19:56	100	1032	true	25/01/2024 19:56	R_44qiiQkQL6mxF8q					anonymous	EN	I have read the information above and would like to take part in the survey	5e9fd8c26fae5918240e617e	100		100			100	65		73			71	100	100				99	100			100		100	47			21		23	100	100				100	100				100	100	80			63		66	100				100	100	100			100		100	100	85	82	Male		1. English, Welsh, Scottish, Northern Irish or British						PE31	20000	Other, please type in below	Retired 	No	64	5. Finding it very difficult	2. Mostly dissatisfied	3	Very good	Several days	Not at all	Several days	Several days	Not at all	More than half the days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	20	20	Need more income as drowning in debt 	48	I always vote at General Elections	Conservative Party		Labour Party		2. Disagree	4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	4. Agree	5e9fd8c26fae5918240e617e	false
25/01/2024 19:30	25/01/2024 19:56	100	1541	true	25/01/2024 19:56	R_21MwBERxJLytS2l					anonymous	EN	I have read the information above and would like to take part in the survey	5f6c423e8071b21b35b07ea6	19	9				8	32		7			2	8				14	7	42		30			26	1			1		1	11		1			1	27				36	31	35		32			27	48	44				40	30	3				6	3	49	65	Female		1. English, Welsh, Scottish, Northern Irish or British						IP2	20000	A homemaker		No	28	"4.	Finding it quite difficult"	3. Somewhat dissatisfied	3	Fair	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Rarely true	87	73	None. I don't believe those who have worked for their 'wealth' should be expected to 'share' with those who have not worked.	50	Prefer not to say	I chose not to vote at the last General Election		Don't know		5. Strongly agree	3. Neither agree nor disagree	5. Strongly agree	5. Strongly agree	2. Disagree	5. Strongly agree	5f6c423e8071b21b35b07ea6	false
25/01/2024 19:00	25/01/2024 19:56	100	3408	true	25/01/2024 19:56	R_1G2mGcYS0S9Fuam					anonymous	EN	I have read the information above and would like to take part in the survey	5f5aa9f89a3ef61b0778d49a	100				82	100	91		100			92	100			92		100	81				82	90	82				84	85	91			93		100	87		95			94	89				100	100	100				98	97	93		87			86	87	81	39	Male		1. English, Welsh, Scottish, Northern Irish or British						IP4	35000	Self-employed		No	72	"4.	Finding it quite difficult"	2. Mostly dissatisfied	6	Fair	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Always true	51	65	If benefits are further reduced and the rich get taxed less	35	I always vote at General Elections	Labour Party		Labour Party		1. Strongly disagree	5. Strongly agree	1. Strongly disagree	2. Disagree	4. Agree	1. Strongly disagree	5f5aa9f89a3ef61b0778d49a	false
25/01/2024 18:58	25/01/2024 19:57	100	3525	true	25/01/2024 19:57	R_7dlKddUuUcoMR8Z					anonymous	EN	I have read the information above and would like to take part in the survey	659ae6a42d0a1e716be57a4f	80			93		86	71			70		71	66	82				79	53		79			73	65				63	36	84			72		40	50	57				50	87			81		84	90			88		74	57	60				40	57	63	54	Male		1. English, Welsh, Scottish, Northern Irish or British						E13	21000	In full-time paid work (30 or more hours a week)		No	69	"3.	Just about getting by"	3. Somewhat dissatisfied	5	Good	Several days	Several days	Several days	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Several days	Often true	59	54	Support more likely if I could easily change my living and working structure to optimise ability to benefit from such policies	37	I sometimes vote at General Elections	I chose not to vote at the last General Election		Liberal Democrats		4. Agree	3. Neither agree nor disagree	4. Agree	2. Disagree	4. Agree	4. Agree	659ae6a42d0a1e716be57a4f	false
25/01/2024 19:22	25/01/2024 19:57	100	2126	true	25/01/2024 19:57	R_7GZWVDbneDHXorr					anonymous	EN	I have read the information above and would like to take part in the survey	63218e2c655f96b6d0433338	50			70		65	90			85		90	70			70		70	60	80				80	70	70				80	70			80		75	60		60			60	80	60				70	70				80	80	85	85				85	85	75	25	Male		1. English, Welsh, Scottish, Northern Irish or British						PA7	60000	In full-time paid work (30 or more hours a week)		Yes	10	"2.	Doing alright"	6. Mostly satisfied	8	Very good	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Often true	70	80		50	I always vote at General Elections	Labour Party		Labour Party		3. Neither agree nor disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	63218e2c655f96b6d0433338	false
25/01/2024 19:06	25/01/2024 19:57	100	3075	true	25/01/2024 19:57	R_5pT9q6RrKObyMql					anonymous	EN	I have read the information above and would like to take part in the survey	63d7d15d4bf941615f4b902d	70				80	85	50		50			50	60	50				50	65	70				75	40	50				55	90		80			85	80		85			85	80		85			85	50				55	55	60		60			60	70	50	37	Female		1. English, Welsh, Scottish, Northern Irish or British						G40	55000	In full-time paid work (30 or more hours a week)		No	35	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	4	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	50	50	N/A	50	I always vote at General Elections	Prefer not to say		Don't know		3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	63d7d15d4bf941615f4b902d	false
25/01/2024 18:48	25/01/2024 19:57	100	4142	true	25/01/2024 19:57	R_5eRULeeFITIKWuQ					anonymous	EN	I have read the information above and would like to take part in the survey	65905ceb2330f2dae2ddca37	82	82				60	80	80				75	59		76			71	58		92			59	82		76			63	79			56		59	37				25	32	51	50				49	49		48			48	47				49	44	61	62	32	Female		"2.	African background, write in below"						PE3	45000	In part-time paid work (less than 30 hours a week)		No	12	"2.	Doing alright"	3. Somewhat dissatisfied	6	Very good	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Several days	Several days	Not at all	More than half the days	Not at all	Always true	77	73	None comes to mind	74	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		Labour Party		5. Strongly agree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	1. Strongly disagree	65905ceb2330f2dae2ddca37	false
25/01/2024 19:31	25/01/2024 19:57	100	1592	true	25/01/2024 19:57	R_3TzuCsWijss0Bfq					anonymous	EN	I have read the information above and would like to take part in the survey	6539136dbf3e86f94f401083	75				70	75	90			90		96	100		100			100	100		83			100	95			75		90	100		100			100	90	85				90	90				95	95	100	75				100	100				60	100	96	85	68	Male		1. English, Welsh, Scottish, Northern Irish or British						SA70	23800	Other, please type in below	Retired	No	65	"3.	Just about getting by"	3. Somewhat dissatisfied	5	Good	More than half the days	Several days	Several days	Several days	Not at all	Not at all	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Not at all	Not at all	Often true	60	60	I wholeheartedly support all the policies in this survey	25	I always vote at General Elections	Scottish National Party		Labour Party		3. Neither agree nor disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	1. Strongly disagree	6539136dbf3e86f94f401083	false
25/01/2024 19:34	25/01/2024 19:58	100	1387	true	25/01/2024 19:58	R_73URl3FPZ36V7H3					anonymous	EN	I have read the information above and would like to take part in the survey	5e29c3e65570910297dbf70d	30				51	35	61			70		70	100	72				100	82	77				86	69				31	71	66				61	71	30		35			30	61	61				70	91			41		87	71	72				81	76	20	66	Male		1. English, Welsh, Scottish, Northern Irish or British						Po14	22000	Other, please type in below	Retired	Yes	1	"3.	Just about getting by"	4. Neither satisfied nor dissatisfied	5	Good	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Often true	71	81		41	I always vote at General Elections	Labour Party		Labour Party		4. Agree	4. Agree	2. Disagree	3. Neither agree nor disagree	5. Strongly agree	3. Neither agree nor disagree	5e29c3e65570910297dbf70d	false
25/01/2024 19:23	25/01/2024 19:58	100	2066	true	25/01/2024 19:58	R_3cS4zyGz01lhtJF					anonymous	EN	I have read the information above and would like to take part in the survey	5c919bd147fad40011be82c8	50			92		72	100		100			100	51				100	72	92			93		91	61	62				67	100	100				100	100				100	100	100	100				100	100		100			100	50	50				51	76	72	74	Male		1. English, Welsh, Scottish, Northern Irish or British						IV17	52000	Unable to work through sickness/disability		Yes	0	"1.	Living comfortably"	7. Completely satisfied	5	Bad	Not at all	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Several days	Several days	Several days	Not at all	Often true	38	30	Cannot imagine any changes which would mean supporting these changes more likely	41	I always vote at General Elections	Scottish National Party		Scottish National Party		2. Disagree	5. Strongly agree	1. Strongly disagree	3. Neither agree nor disagree	5. Strongly agree	1. Strongly disagree	5c919bd147fad40011be82c8	false
25/01/2024 19:10	25/01/2024 19:58	100	2900	true	25/01/2024 19:58	R_2Qa3qQIyvyO0cvL					anonymous	EN	I have read the information above and would like to take part in the survey	6542a05203fd084d9773c2a1	83				80	71	74				75	76	70		72			64	70			58		69	83				67	73	63	60				67	48			39		39	45		39			44	51		44			52	45	48				48	60	62	38	Male		"2.	African background, write in below"						PE3	50000	In part-time paid work (less than 30 hours a week)		No	8	"2.	Doing alright"	3. Somewhat dissatisfied	6	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Always true	83	69	None comes to mind	70	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		Labour Party		5. Strongly agree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	1. Strongly disagree	6542a05203fd084d9773c2a1	false
25/01/2024 18:41	25/01/2024 19:58	100	4639	true	25/01/2024 19:58	R_4COpRbxGr7WXuQJ					anonymous	EN	I have read the information above and would like to take part in the survey	5b6392a0105223000100fab8	50	85				95	96				98	100	100		100			100	96	100				100	70			56		70	100			100		100	85	100				99	100	100				100	71			94		94	51				100	75	85	41	27	Female		5. Any other White background, please type in below	Polish					NG5	34000	In irregular or occasional work		No	0	"2.	Doing alright"	2. Mostly dissatisfied	6	Good	Several days	Several days	Not at all	Several days	Several days	Several days	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	More than half the days	Not at all	Often true	50	64	not sure	50	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		I will not be eligible to vote at the next General Election (for example due to residency etc.)		4. Agree	4. Agree	2. Disagree	4. Agree	4. Agree	4. Agree	5b6392a0105223000100fab8	false
25/01/2024 19:00	25/01/2024 19:59	100	3504	true	25/01/2024 19:59	R_26gY84dsI4cJWYV					anonymous	EN	I have read the information above and would like to take part in the survey	65a18380c4bdba3a0500bd6c	91				83	35	57			93		91	80				86	85	61	93				92	97			91		90	95		98			99	75	100				99	50			91		91	50				55	55	85		82			87	96	87	30	Male		3. Any other Black, Black British or Caribbean background, please type in below				ghanian		pe3	46000	In full-time paid work (30 or more hours a week)		No	51	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	5	Good	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Often true	76	83	basic income	40	I always vote at General Elections	Labour Party		Liberal Democrats		3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	2. Disagree	4. Agree	3. Neither agree nor disagree	65a18380c4bdba3a0500bd6c	false
25/01/2024 19:32	25/01/2024 19:59	100	1621	true	25/01/2024 19:59	R_8EPaBgEDhZP8h8Z					anonymous	EN	I have read the information above and would like to take part in the survey	65772138e0e75b8ec152db42	100			100		100	100				96	92	100				100	100	100			100		100	74	94				92	91	82				90	100		100			100	92			100		100	100				100	100	100		99			100	92	97	71	Male		1. English, Welsh, Scottish, Northern Irish or British						G82	12000	Other, please type in below	Retired	Yes	19	"2.	Doing alright"	3. Somewhat dissatisfied	4	Very good	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Rarely true	50	91		42	I always vote at General Elections	Scottish National Party		Don't know		3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	4. Agree	65772138e0e75b8ec152db42	false
25/01/2024 19:12	25/01/2024 20:00	100	2843	true	25/01/2024 20:00	R_6eWYuxQjj5yuL9X					anonymous	EN	I have read the information above and would like to take part in the survey	5ea3319a6a1a5b2a1175ed6e	80				93	91	95	82				91	96				98	97	99			99		98	92				81	81	88	92				88	97		98			97	92	95				96	100	71				80	50			41		50	80	81	73	Male		1. English, Welsh, Scottish, Northern Irish or British						SK16	40000	Other, please type in below	RETIRED	Yes	0	"1.	Living comfortably"	6. Mostly satisfied	6	Fair	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	81	76	NO NOT REALLY	57	I always vote at General Elections	Conservative Party		Conservative Party		3. Neither agree nor disagree	4. Agree	2. Disagree	2. Disagree	4. Agree	2. Disagree	5ea3319a6a1a5b2a1175ed6e	false
25/01/2024 18:59	25/01/2024 20:00	100	3653	true	25/01/2024 20:00	R_2JZjyeAtBZrrzsR					anonymous	EN	I have read the information above and would like to take part in the survey	63d1416ac57129ef3d3ddd8e	73				66	54	81	68				72	39				43	39	27			62		56	87				49	50	60			61		62	48			58		61	66			46		50	52			45		49	71		76			77	69	59	22	Male		5. Any other White background, please type in below	romanian					nn15	50000	A homemaker		No	24	"3.	Just about getting by"	4. Neither satisfied nor dissatisfied	4	Fair	More than half the days	More than half the days	Several days	More than half the days	Not at all	Several days	More than half the days	Not at all	Several days	Several days	Several days	Several days	Not at all	More than half the days	Several days	Always true	38	35		52	I never vote at General Elections	I chose not to vote at the last General Election		I will choose not to vote at the next General Election		4. Agree	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	63d1416ac57129ef3d3ddd8e	false
25/01/2024 19:04	25/01/2024 20:00	100	3321	true	25/01/2024 20:00	R_7nVpXKUsDQzohxR					anonymous	EN	I have read the information above and would like to take part in the survey	6470eccba2621097458da92f	90	45				60	100		100			100	80			90		95	85				89	92	91	96				100	70				60	70	50		80			70	100		70			90	65	75				71	60	90				70	90	80	54	Female		5. Any other Asian background, please type in below			Iranian			M13	20	In full-time paid work (30 or more hours a week)		Yes	0	"2.	Doing alright"	5. Somewhat satisfied	7	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	95	95	Better train staff reduce waitng times for the health system.	10	I always vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	2. Disagree	1. Strongly disagree	5. Strongly agree	2. Disagree	6470eccba2621097458da92f	false
25/01/2024 19:17	25/01/2024 20:00	100	2613	true	25/01/2024 20:00	R_3m8mf9Bo5SuGfxT					anonymous	EN	I have read the information above and would like to take part in the survey	62c4590804317dc197ecbe8a	35		75			50	80		90			95	80		95			100	95		100			100	60			80		85	80		85			90	65		91			95	70	90				90	80				92	95	65		70			70	90	95	51	Male		1. English, Welsh, Scottish, Northern Irish or British						CM77	19100	Doing voluntary work		Yes	5	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	6	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	80	65	Having a lower income and not being able to pay for essentials that we need to live day to day. Needing more health care if i were to get an illness that needs treatment. The price of fuel rising making it harder to afford to fill the car up and the need to take public transport. 	50	I sometimes vote at General Elections	Conservative Party		Don't know		2. Disagree	3. Neither agree nor disagree	5. Strongly agree	4. Agree	2. Disagree	4. Agree	62c4590804317dc197ecbe8a	false
